epoch;accuracy;loss;val_accuracy;val_loss
0;0.8320833444595337;0.3760254979133606;0.8662499785423279;0.3261363208293915
1;0.8475000262260437;0.3599459230899811;0.8487499952316284;0.34691548347473145
2;0.8349999785423279;0.36364132165908813;0.8456249833106995;0.34410935640335083
3;0.8454166650772095;0.36236804723739624;0.8700000047683716;0.30247652530670166
